docid,dirid,keywords,keywords_nouns,ur,topic
485215286,121205,질문여수 남산공원 주차 어디에 하나요? 빨간 표시한데 까지 차로 올라갈 수 있나요? 아니면 지도에서 주차장처럼 보이는 곳에 세우고 올라가야하나요?,공원 주차 어디 표시 데 차로 주차장 곳,rural,2
485205578,121205,질문여수 섬섬페이 카드... 여수 섬섬페이 카드 다이소 가능한가요?,섬섬 페이 카드 섬섬 페이 카드 다이소,rural,0
485199684,121205,질문여수비엔나레코드 영업 시간 여수 비엔나레코드 하는 영업 시간 알려주세요,비엔나 레코드 영업 시간 비엔나 레코드 영업 시간,rural,1
485190893,121205,질문여수(거문도사투리) 긴대가리없다 여수 (거문도)사투리 긴대가리없다 뜻이 먼가요? 아무리검색해도 안나와서요 귄없다 귄있다 라고 생각하시는데 그거 아니에요 긴대가리없다,거문도 사투리 거문도 사투리 뜻 검색 귄없다 귄있다 생각 그거,rural,1
485186324,121205,질문여수 웅천해변 밀물 썰물 시간 알 수 있나요? nan,해변 밀물 썰물 시간 알,rural,1
485170457,121205,질문여수 석화고가몀 석화고 가면 취업을 어떤 쪽으로 하나요 참고로 여자입니다,고가 몀 가면 취업 쪽 참고,rural,4
485123807,121205,질문아쿠아플라넷 실내 데이트 시 주차와 입장료 할인 정보 여수 아쿠아플라넷을 방문할 예정인데  주차와 입장료 할인에 대해 알고 싶습니다 . 블로그를 보니 주차장이 여러 곳 있는 것 같은데  가장 편리한 주차장은 어디인지  그리고 입장료를 절약할 수 있는 할인 방법이나 팁이 있다면 공유 부탁드립니다 . 또한  티켓 종류 중 어떤 것이 가장 경제적일지도 조언 부탁드려요 .,아쿠아플라넷 실내 데이트 주차 입장료 할인 정보 아쿠아플라넷 주차 입장료 할인 알 블로그 주차장 여러 곳 것 주차장 어디 입장료 절약 할인 방법 팁 공유 또한 티켓 종류 것 경제 일지 조언,rural,2
485118741,121205,질문돈 자랑 하지 마라? 1 여수에서는 돈 자랑을 하지 마라는 속어가 있습니다. 2 여수에는 상선이 많아 부자가 많습니까? 이유가 있나요?,돈 자랑 돈 자랑 속어 상선 부자 이유,rural,5
485117998,121205,질문여수에서 광양 어치계곡 여수에서 광양어치계곡 기차타고 어떻게 가나요? 알려주세요 5월17일날 가요,기차 가나 가요,rural,5
485088995,121205,질문만성리 모사금 삼겹살 만성리 검은모래해변쪽이나 모사금 들어가서 돗자리깔고 삼겹살 구워먹어도되나요? 몇번본거같은데 원래는 안되는데 그냥 쉬쉬하는거죠??,사금 삼겹살 모래 해변 쪽 사금 돗자리 삼겹살 몇번 원래 그냥,rural,6
485079689,121205,질문에이블리 오늘출발 주말 에이블리 오늘출발을 주말에 시키면 적용이 안되는건가요 아니면 월요일에 출고 되나여,에이 블리 출발 주말 에이 블리 출발 주말 적용 가요 월요일 출고,rural,6
485031250,121205,질문여수정보과학고... 여수정보과학고 가고싶은데 제가 12학년때 아예 놔서 성적 평균20점대고 미인정지각20번정도 있을거에요........ 갈수있을까요??3학년 기말고사때 시험잘보면(평균85이상)보면 들어갈 확률이 높아질까요?? 학교도 성실하게 다니고..ㅠ부탁드립미당,정보과학 정보과학 제 학년 때 아예 성적 평균 대고 미인 지각 학년 기말고사 때 시험 평균 확률,rural,3
485062344,121205,질문섬섬여수페이 결제 섬섬여수페이 카드 결제 일반 카드처럼 배달시킬 때 만나서 카드 결제하면 결제 가능한가요?,섬섬 페이 결제 섬섬 페이 카드 결제 일반 카드 배달 때 카드 결제 결제,rural,0
485061602,121205,질문제가 ktx를 처음 타는데 네이버 지도에서 기차표 구매했는데 저 바코드 있으면 기차표 따로 안사도되나요? 아니면 표는 따로 사고 타야하나요,질 문제 를 처음 네이버 기차표 바코드 기차표 표 사고,rural,6
484936857,121205,질문여수 화양고등학교 화양고등학교 진학 고민 중인 중학생입니다. 궁금한 게 있어 글 올려봅니다. 1) 여자 교복 어떻게 생겼나요? 2) 대학교 원서 넣을 때 좋을까요? 3) 24km 차이 나는데 기숙사 들어갈 수 있을까요?,고등학교 고등학교 진학 고민 중학생 게 글 교복 대학교 때 차이 기숙사,rural,3
485041875,121205,질문여수 청소년 버스비 현금으로 얼마인가요? 마지막에 버스 탔을때 1500원이었던데 지금은 올랐나요?,청소년 버스비 현금 얼마 마지막 버스 때,rural,5
485040826,121205,질문여수디오션 제가 6월달에 여수디오션으로 생존수영을가는데 샤워실에 칸막이 있나요??,오션 제 오션 생존 샤워실 칸막이,rural,0
485033139,121205,질문비오는날 저녁 뭐드세용? 저녁 뭐먹지 ㅠ,날 저녁 뭐 저녁 뭐,rural,2
484999937,121205,질문여수사주 구체적으로 보는곳좀요 일이 잘 풀릴 것 같으면서도 잘 안풀리네요 요즘... 원래 이정도까진 아니었는데 올해들어서 부쩍 뭔가 일도 손에 안잡히고 거래처도 막 끊기고...ㅜㅜ 그냥 대수롭지 않게 넘기려고 했는데 오늘은 꿈자리도 안좋고 이대로 그냥 있으면 안될 것 같아서 사주상담이라도 받아볼까해요. 혹 여수사주 구체적으로 잘 봐주는 곳 있으면 정보 좀 부탁드릴께요,구체 곳좀 것 요즘 원래 올해 부쩍 뭔가 일도 손 거래처 막 그냥 꿈 그냥 것 상담 혹 구체 곳 정보 좀,rural,6
484987382,121205,질문요즘 여수 낭만포차 어떤거요 헌팅하려고 하능데 낭만포차에 사람 많이 있나요?,요즘 낭만 포차 헌팅 능데 낭만 포차 사람,rural,5
484768260,121205,질문전남 여수시 인력사무소 내일 근로자의 날인데 내일 인력사무소 여는 곳 있을까요? 바로 일 할수 있는 곳으로,전남 인력 사무소 근로자 날 인력 사무소 여 곳 바로 곳,rural,4
484902076,121205,질문여수 진남제 진남제 여수 시내에서 하는 프리마켓 지굼도 하나요?,진남 제 진남 제 시내 프리 마켓 지굼,rural,0
484854931,121205,질문여수 시내. 여수 시내 친구들이랑 갈건데 시내 어디에 있나요?,시내 시내 친구 시내 어디,rural,5
484862140,121205,질문전남여수. 여수에 귀 잘뚫는 곳 있으면 알려주세용 !!,전남 귀 곳,rural,4
484889738,121205,질문여수 공중그네 탈려면? 다음주 주말에 여수를 가는데요 공중그네를 탈려하는데 예술랜드 티켓을 끊고 따로 별로도 조각공원 티켓도 끊어야 되는건가요;?,공중그네 다음주 주말 공중그네 예술 랜드 티켓 별로 조각 공원 티켓 가요,rural,2
484843393,121205,질문여수 바운스 나이 제한 있나요? 이번에 여수에 생긴 바운스 나이 제한이 있을까요?,바운스 나이 제한 이번 바운스 나이 제한,rural,6
484839355,121205,질문여수가 섬인가요? 전남 여수가 전라남도 중에서도 남쪽 끝에 있고 전라남도 중에 제일 동쪽에 있는 곳 맞죠? 여수가 섬은 아닌가요?,섬 전남 남쪽 끝 제일 동쪽 곳 섬,rural,4
484832999,121205,질문여수 아쿠아플라넷 입장권 일인당 3만원인가요??2명은 6만 원이고?,아쿠아플라넷 입장권 일인,rural,6
484829023,121205,질문여수에서 갈수 있는 기숙사 고등학교... 여수에서 갈수 있는 기숙사 고등학교 어디가 있을까요? 여학생이라 남고는 못 갑니다 타지 학생 및 통학곤란 학생 뭐 이런 걸로라도 기숙사 우선배정을 받고 싶습니다 갈수 있는 고등학교가 있을까요?,갈수 기숙사 고등학교 갈수 기숙사 고등학교 여학생 남고 못 타지 학생 및 통학 곤란 학생 뭐 걸 로라 기숙사 우선 배정 갈수 고등학교,rural,3
484770241,121205,질문여수 유캐슬호텔 낼 여수가는데 유캐슬호텔에 가는데 혹시 거기에 헬스장 잇나요???,캐슬 호텔 낼 캐슬 호텔 혹시 헬스장,rural,0
484726585,121205,질문여수 엑스포 가는법! 둔덕동 중앙하이츠에서 엑스포 가는 버스 좀 알려주세요 ㅠㅠ,엑스포 츠 엑스포 버스 좀,rural,5
484686867,121205,질문여수문수중학교 2학년 분위기가 어떻고 교칙은 무엇인가요 안녕하세요 이번에 여수문수중학교로 전학가게 된 여학생인데 여수문수중은 처음듣고 아무것도 몰라서 좀 알아보고가야할것같아서요 1.분위기는 어떤가요 왕따는없나요? 2.사복가능염색가능피어싱가능화장가능한가요? 3.급식은 맛있나요? 4.선생님들은 다 좋으신가요? 제 질문들은 여기까지고요 지금 재학중인 문수중 선후배 그리고 또래애들이 답변달아주면 좋겠습니다 예전에 다른학교에서 혼자다녔던 아픔이 있기에 분위기를 굉장히 중요시하게 여깁니다,중학교 학년 분위기 교칙 무엇 이번 중학교 전학 가게 여학생 수중 처음 것 좀 분위기 가요 왕따 염색 피어싱 능화 급식 선생님 가요 제 여기 재학 수중 선후배 또래 애 혼자 아픔 분위기 중요시,rural,3
484685440,121205,질문여수 팡팡플레이존 이번주 토요일에 운영하나요? 인터넷에 쳐도 안나오길래 질문합니다,플레이 존 이번 토요일 운영 인터넷,rural,0
484673616,121205,질문엄마랑 둘이서 여수 여행 가려고 하는데 숙소 추천 엄마랑 6월 초반에 여수 여행을 가려고 하는데요 엄마가 먼저 여행 같이 가자고 제안한 게 처음이라 잘 알아보고 싶은데 여수 엑스포역 근처 숙소 좋은 곳 있을까요~? 가성비가 좋았으면 좋겠어요 ㅜㅜ,엄마 둘이서 여행 숙소 엄마 초반 여행 엄마 먼저 여행 제안 게 처음 엑스포역 근처 숙소 곳,rural,2
484670929,121205,질문5월에 가면 딱 좋은 맛집은 어디? 5월 축제 시즌 맛집 다들 뭐 어디들 가실예정인가요 절대 후회하지 않을 곳이 있다면 알려주세요!,가면 맛집 어디 축제 시즌 맛집 뭐 어디 절대 후회 곳,rural,4
484608923,121205,질문동네 동아리 들어가고 싶어요 여수에서 할만한 동아리 뭐가 있을까요??,동네 동아리 동아리 뭐,rural,3
484526362,121205,질문여수 배팅장 어디에 있나요? 여수에 배팅장 어디에 있나요?? 예전처럼 동전 넣고 공나오고 그런곳이요 스크린야구 말구..,배팅장 어디 배팅장 어디 곳 스크린 야구,rural,0
484440388,121205,질문여수체험낚시 마누라랑 가려고하는데 갈만한곳있나요? 종일배 타고싶은데 낚시종류랑 대여해주는곳 없겠죠ㅜㅜ,체험 낚시 마누라 곳 일배 낚시 종류 대여 곳,rural,2
484472317,121205,질문여수 필름 현상 가능한 곳 일회용 필름 카메라를 사서 다 찍었는데 현상이 가능한 곳이 안 보이네요 혹시 가능한 곳 아시는 분 있을까요?,필름 현상 곳 일회용 필름 카메라 사서 현상 곳 혹시 곳 분,rural,2
484507671,121205,질문여수 궁금한점 남겨요 여수 이순신광장과 돌섬은 서로 다른 곳인가요?. 여행 계획 중인데 숙소를 어디에 잡아야 할지 몰라 문의드립니다. 여수 주거리에서 돌섬까지 거리가 먼가요?,이순신 돌섬 서로 다른 곳 여행 계획 숙소 어디 돌섬,rural,2
484491494,121205,질문순천 금당에서 여수 여천농협까지 국도 알수 있을까요? 제가 순천 금당에서 여수 여천농협까지 출 퇴근을 하는데 자동차 도로는 비가 오는날 교통체중이 심해서 순천에서 여수까지 국도를 알고 싶습니다. 한국도로지리 잘 아시는분 부탁드려요!!,농협 국도 제 농협 퇴근 자동차 날 교통 체중 국도 알 한국 분,rural,5
484454556,121205,질문여수 만성리검은모래해변 포토이즘 여수 만성리검은모래해변 근처에 포토이즘 있나요??,모래 해변 포토 이즘 모래 해변 근처 포토 이즘,rural,1
484453163,121205,질문여수 중~고등학교 시험기간이 언제 끝나나요? 보통 어린이날 전에 끝나는 걸로 아는데 어린이날 지나서 하는 학교도 있나요? 이벤트 열려고 합니다ㅎㅎ 정확한 정보 부탁드리겠습니다! 여수에 있는 모든 중고등학교 시험기간까지는 안바라고 마지막으로 끝나는 중고등학교의 시험이 언제인지 알고싶습니다!,고등학교 시험 기간 언제 어린이날 걸 어린이날 이벤트 려고 정보 모든 고등학교 시험 기간 마지막 고등학교 시험 언제,rural,3
484443120,121205,질문여수 시내버스80번 번호알려주세요 지겁 잃어버린거겉아요 알려주세요,시내버스 번호 겁 겉,rural,5
484438103,121205,질문홍합 어느 지역 특산물인가요 마산도 포함인가요 ㅃㄹ,홍합 지역 특산 물 포함,rural,0
484404890,121205,질문여수 술집 번화가 어디인가요? 혹시 여수 고깃집 추천도 해주세요 현재 위치는 여수 엑스포근처 입니다,술집 번화가 어디 혹시 고깃집 현재 위치 엑스포 근처,rural,2
484394737,121205,질문여수에서 호남원예고등학교 원서 지원 여수에 거주하는 중학교 3학년 학생입니다. 아직은 정확하지는 않지만 호남원예고등학교에 진학하고 싶어요 백분율은 아직 모르지만 진학 관련해서 묻고 싶은 것이 있어 이렇게 질문을 남겨봅니다 1. 여수에서 호남원예고등학교 원서 지원 할 수 있나요? 2.백분율은 안나왔지만 공부 잘 못하는데 커트라인 높나요? 3.면접 같은거 보나요? 4.만약 입학한다면 여수에서 통학해야는데 기숙사 들어갈 수 있을까요... 정확하지 않더라도 최대한 많이 정보 주실 분 계실까요..? 주변에 알려진 정보가 많이 없어서 걱정이에요ㅠㅠ,원예 고등학교 거주 중학교 학년 학생 은 고등학교 진학 백분율 진학 관련 것 원예 고등학교 백분율 공부 커트라인 면접 보나 만약 입학 통학 기숙사 최대한 정보 분 주변 정보 걱정,rural,3
484271025,121205,질문364979117695 cu편택인데 언제쯤 도착할까요? 여수에서 제주로 보내는거고 토요일 10시쯤 cu편의점에서 접수했습니다 반값택배 아니에요,편 택인 데 언제 도착 토요일 편의점 접수 반값 택배,rural,0
484262849,121205,질문여수시 학동 보건소 보건증 발급 받아야 하는데 이번주 주말에도 보건증 검사 하나요? 한다면 진료시간도 적어주시면 감사하겠습니다,보건소 보건 발급 이번 주말 보건 진료 시간,rural,6
484232041,121205,질문여수 켈로이드 주사 여수에 켈로이드 주사 가격 괜찮은곳이 있을까요??제가 대구 살다와서 대구에서는 1만원대~2만원대 했던거같은데 여수에찾아보니까 6만원대 하더라고여 ㅠㅠ제발 알고계신분 답변좀 부탁드려요 ..계속 커져서 신경이쓰입니다…,켈 이드 주사 켈 이드 주사 가격 곳 제 여 제발 좀 계속,rural,6
484192877,121205,질문여수 expo역 탑승 여수에서 행신역까지 가야되는데 시간이 촉박해서요 ㅠㅠ 여수 expo역에서 택시 내리면 기차시간까지 10분정도가 남는데 탈 수 있나요? 엑스포역 앞에서 내리면 기차 탑승하는데까지 몇분 정도 걸리나요 ( 달렸을 때) 무거운 짐 없고 고2 남자들입니다,탑승 시간 택시 기차 시간 탈 엑스포역 앞 기차 탑승 분 때 짐 남자,rural,2
484170502,121205,질문타지 여행 추천 여수에서 기차 직통으로 갈 수 있는 곳 중에 데이트 하기 좋은 곳 추천해주세여 가까우면 좋을 것 같아여ㅜㅜ!,타지 여행 기차 직통 곳 데이트 곳 것,rural,2
484150483,121205,질문여수 3pc모텔... 여수 3pc모텔 있을까요? 제발용 ㅠㅠ부탁드립니다,모텔 모텔 제발,rural,0
484136697,121205,질문여수에 다이소 없는 이유 비슷한 인구의 다른도시에는 다 있던데 왜 여수에 다이소 없나요?,다이소 이유 도시 왜 다이소,rural,4
484135849,121205,질문여수 여성쉼터 어디에 위치해있을까요..? 주말에도 문의 가능할까요 여성 쉼터가 여수에만 있을까요 주소가 여수면 여수만 되는거겠죠..?,여성 터 어디 위치 주말 여성 터,rural,5
484132019,121205,질문여수공고 전학 현재 일반고 다니는 2학년인데요 혹시 여수공고 전학생 받나요? 안받으면 이유좀 말해주세요,공고 전학 현재 일반 학년 혹시 공고 전학생 이유 좀 말,rural,3
484068357,121205,질문여수 오동도 지금도 벚꽃 많이 있을까요? 이번주 토요일 쯤에 구경가려고 하는데 어떤가요?,오동도 벚꽃 이번 토요일 쯤 구경 려고 가요,rural,2
483967238,121205,질문여수 오동도에 동백꽃 개화시기가 어떻게 되나요? 5월초에 여수 놀러가려고 하는데 그때도 오동도에 동백꽃이 펴 있을까요..?,오동도 동백꽃 그때 오동도 동백꽃,rural,2
483945599,121205,질문여수에 룸카페 있나여 여수에 룸카페 갈만한곳있나여,룸 카페 룸 카페 곳,rural,2
483919149,121205,질문여수 벚꽃... 여수 벚꽃 언제 지나요? 4월 11일에 보러가려구하는데 그때 가면 벚꽃 다 없을까요..?ㅠㅠ,벚꽃 벚꽃 언제 지나 그때 가면 벚꽃,rural,0
483896187,121205,질문여수 엑스포에서 부삼 엑스포에서 부삼 버스로 가면 몇분 걸리고 무슨 버스를 타야하나요,엑스포 부삼 엑스포 부삼 버스 가면 분 무슨 버스,rural,5
483796189,121205,질문여수 1주살이  국동쪽 vs 거북선공원쪽 버스타고 갈거구요 대중교통으로 이동하면서 어둡지 않아 여자혼자라 안전했으면합니다 바다좋아해서 바다뷰 카페같은 곳도 좋고요 숙소 알아보니 국동쪽이나 거북선공원쪽 둘 중에 결정하려는데 어디가 좋을까요? 혼밥할 식당도 많으면 좋겠어요,살이 동쪽 거북선 공원 쪽 버스 대중교통 혼자 바다 바다 뷰 카페 곳도 숙소 동쪽 거북선 공원 쪽 둘 결정 혼밥 식당,rural,2
483786116,121205,질문여수 버스비 여수 7번 버스 중학생 요금이 얼마인가요?,버스비 버스 중학생 요금 얼마,rural,5
483742908,121205,질문여수 교통편 2박으로 여수 놀러가려고 하는데 교통편 괜찮나요? 초보운전인데 운전하기 편한가요? 교통편 괜찮으면 택시나 버스타고 다니고 안 괜찮고 초보가 운전하기 편하면 렌트할까 생각중이라 여쭤봅니다,교통 편 박 교통 편 초보 교통 편 택시 버스 초보 렌트 생각,rural,5
483622233,121205,질문여수 유월드 예매관련 여수 유월드에서 다 탈수있는 예매권이 뭔가요??,월드 예매 관련 월드 탈수 예매 뭔가,rural,5
483621911,121205,질문여수 유월드... 여수 유월드에서 전체적으로 즐길수있는 입장권이 뭔가요?,월드 월드 전체 입장권 뭔가,rural,5
485104432,121206,질문강진 반값여행 질문 25년 5월 10~11일 여행했습니다 1차 사전신청 마감 기간전에 사전신청은 완료한 상태였습니다 정산신청 하려니 지금은 안되는 거 같던데 6월23일자부터 정산신청되는건가요?,반값 여행 여행 마감 완료 상태 가요,rural,0
485352478,121207,질문고흥 능가사에서 과역터미널 택시 안녕하세요 이번주에 고흥 팔영산을 가기로 계획한 청년입니다. 자차없이 대중교통으로 과역터미널에서 능가사로 출발하여 팔영산 깃대봉을 찍고 원점회귀 한 후 과역터미널로 복귀할 계획입니다. 버스시간을 알아보니 능가사에서 과역터미널 갈 때 배차가 많지않아 택시를 이용할 계획인데 택시가 많이 있나요? 아니면 네이버에 과역 택시쳐서 나오는 개인택시회사에 전화해서 택시를 잡으면 되나요? 또는 능가사- 과역터미널 택시운행하는 연락처있으면 정보 부탁드립니다!,능가사 터미널 택시 이번 팔영산 가기 계획 청년 자차 대중교통 터미널 능가사 출발 팔영산 깃대봉 원점 회귀 터미널 복귀 계획 버스 시간 능가사 터미널 때 배차 택시 이용 계획 택시 네이버 택시 개인 택시 회사 택시 능가사 터미널 택시 운행 연락처 정보,rural,5
485342433,121207,질문고흥으로 가는 택배 오늘 가능할까요 오늘 까지 받아야하는 택배여서 그런데 몇일째 대전에서 멈춰 있네요.. 520346549652,택배 택배,rural,0
485118716,121207,질문힘 자랑? 하지마 1. 고흥에서는 힘 자랑을 하지 말라? 는 속담이 있습니다. 2 그 유래나 이유가 있나요?,힘 자랑 힘 자랑 속담 그 유래 이유,rural,5
484930720,121207,질문고흥 봉래면 모르는 사람들 왜 모르는지 이해가 안가네요 그 유명한 나로호 발사한 곳이고 전국적으로 잘 알려진 쑥섬도 있는데요,사람 왜 이해 그 나로호 발사 곳 전국 쑥섬,rural,6
484959990,121207,질문고흥에도 여행지가 있나요? 색다른 여행을 가고 싶은데 1인 20대남자입니다. 군대 다녀오고 남들이 많이 안가본 곳으로 한번 여행을 다녀오고자하는데 갈만한데 있나요,여행지 여행 남자 군대 곳 한번 여행,rural,2
484713927,121207,질문남해권(고흥여수남해군) 갑오징어 낚시 포인트 올해 3월부터 에깅낚시 입문하게 된 낚린이 입니다. 여수 국동항 포인트라 해서 가봤는데 사람이 너무 많아 줄 엉킹까봐 못던지고.. 남해군이랑 사천에서도 여러 차례 해봤는데 입질도 못봤네요 ㅠㅠㅠ 제가 못하는건지 오징어가 없는건지.. 와이프한테 오징어 잡아온다고 큰소리치고 나왔는데 계속 꽝이에요.. 봄에 딱 한마리 잡는게 목표입니다! 포인트 알고 계시는분 도와주세요!!ㅜ,갑오징어 낚시 포인트 올해 에깅 낚시 입문 낚린 국동항 포인트 사람 줄 킹 여러 차례 입질 제 오징어 와이프 오징어 큰소리 계속 꽝 봄 목표 포인트 알 분,rural,2
484568347,121207,질문고흥 5월에 좋은 곳 추천 좀 해주세요. 전남 고흥 5월에 가면 어디가 좋을까요? 고흥이나 그 주변 다 좋아요~ 기억에 남을 만한 곳 추천 좀 부탁드려요~ 그리고 맛집도 추천해주시면 감사하겠습니다~,곳 좀 전남 가면 그 주변 기억 만 곳 좀 맛집,rural,2
483949798,121207,질문전남 고흥에서 제삿상에 올리는 상어고기가 뭔가요? 아버지가 30년전에 전남 고흥 나로도에갔다가 제삿상에 쓰는 상어고기 말린거를 다셨는데 아직까지도 기억에 남는다고 계속 말씀하셔서 궁금해서 올려봅니다. 도대체 뭔가요? ㅎㅎ,전남 삿 상어 뭔가 아버지 전남 나로도 삿 상어 기억 계속 말씀 도대체 뭔가,rural,6
485553664,121209,질문구례에서 광주가는법 6월5일에 구례에서 광주로 가야할 일이 생겼는데 구례에서 광주가는 버스 시간표와 학생요금은 얼마인지 그리고 어느정도 걸리는지 알려주세요!!,버스 시간표 학생 요금 얼마,rural,5
485491668,121209,질문구례에서 김천 가는법(버스) 최단거리로 구례에서 버스로 김천 가는 법 알려주세요,버스 최단 버스,rural,5
483800689,121209,질문4/8 구례 지리산치즈랜드 수선화 다음주 화요일에 지리산 치즈랜드에 수선화 조러 갈건데 만개했나요?,지리산 치즈 랜드 수선화 다음주 화요일 지리산 치즈 랜드 수선화 개,rural,6
485582196,121210,질문제7회 담양 가사시 랩 페스티벌 질문 제가 이번 지원은 처음이라서 여러가지 물어볼게 많습니다! 답변 부탁드려요 ㅜ 1. 이건 당연한거긴 하지만 그냥 비트랑 노랫말만 넣어서 보내도 되는거죠? 다른분들 지원한 영상 보니까 본인 목소리 샘플링 들어가있는분도 있던데.. 전 그런거 잘 못하고 랩만 좋아하는 사람이여서요 2. 사진에 보면 주관처에서 제공한 가사작품중에서 활용하라는게 뭔가요? 담양가사 18선은 뭐고요..? 가사를 담양이라는 지역적 특색에 맞게 쓰라는걸까요…? 3.예선은 그냥 이메일로 양식 보내놓으면 자연스럽게 보고 나서 거르는걸 말하는게 맞죠? 직접 가서 무대 하는건 아니였던거 같던데요 4.참가신청서에 양식 활용해서 쓰라는거중에 서식 1~4번 작성은 뭔가요?,질 문제 랩 페스티벌 제 이번 처음 여러가지 이건 그냥 비트 노랫말 다른 보 본인 샘플링 분도 못 랩 사람 서요 주관 제공 작품 활용 게 뭔가 뭐 지역 특색 는걸 예선 그냥 이메일 양식 보고 거르 는걸 말 직접 무대 참가 신청서 양식 활용 거중 서식 작성 뭔가,rural,6
485242828,121210,질문창평고 질문임다 ㅠㅠ 2학기부터 담양 금성중학교로 전학 가서 고등학교를 알아보고 있는 중임다 대표적으론 담양고 창평고 두개정도 있는 거 같은데 창평고가 엄청 유명하고 공부도 빡센거 같더고 하드라고요…? 기숙사 생활도 하고 방학 때도 공부 시킨다고 해서 엄청 힘들어보이던데 그만큼 공부 환경은 좋은 거 같더라구요!! 글서 창평고에 희망 중인데…. Q. 담양 금성중이 학생 수가 적은 편으로 알고있는데요! 그럼 거기서 창평고 가는건 힘들까요? ㅠㅠ (1학년부터 3학년까지 11명 정도…) Q. 금성중에서 내신 얼마 정도 따야 가능할까요 or 담양에 있는 중학교에서 창평고 가려면 내신 얼마나 따야하나요? Q. 창평고 수업 분위기나 학생과 선생님 분위기?? 어떤가요? Q. 방학 때 집 언제 갈 수 있나요? Q. 폰 걷으면 언제 받고 받으면 얼마나 사용하고 다시 걷나요? Q. 창평고 기숙사 생활 중에 제일 힘든 점이 뭔가요?,학기 중학교 전학 고등학교 중임 대표 고가 공부 빡센거 하드 기숙사 생활 때 공부 공부 환경 글 희망 학생 편 학년 학년 얼마 중학교 얼마나 수업 분위기 학생 선생님 분위기 가요 때 집 언제 폰 언제 얼마나 사용 기숙사 생활 제일 뭔가,rural,3
484803763,121210,질문창평고 담양고 안녕하세여!! 올해 중3 여학생입니다 현재는 여수에 재학 중인데 2학기부터는 담양으로 이사를 해서 담양에 있는 고등학교들을 알아보고 있는 중입니다! 보통 담양에 있는 고등학교 하면 창평고 or 담양고던데 여기에 대해서 질문이 있어요! ㅠㅠ 1. 턱걸이해서 창평고 vs 중상위권 담양고 2. 창평고랑 담양고는 관내에서 보통 내신석차 몇등까지 받나요..? 3. 창평고랑 담양고 장단점 4. 담양고 나와도 좋은 대학 갈수 있을까여? (인서울 아니어도 돼요) 구체적이게 적어서 알려주시면 감사할거 같고 제가 현재 필요한 질문 이외에도 필요할거 같은 참고사항 같은게 있으면 추가로 알려주시면 감사할거같아여ㅠㅠ,올해 여학생 현재 재학 학기 고등학교 고등학교 던데 여기 턱걸이 상위 관내 석차 장단점 갈수 여 체적 제 현재 이외 참고 사항 추가,rural,3
484816182,121210,질문담양 등나무꽃 명소 추천하는 포토스팟은 어디인가요? 담양 등나무꽃이 봄마다 명소로 떠오르고 있어 화제에요. 언제쯤 방문하면 가장 예쁘게 볼 수 있는지 궁금하지 않으세요? 매년 등나무꽃이 피는 시기에 맞춰 많은 분들이 여행을 간다고 하더라고요. 보통 4월 중순부터 5월 초까지가 등나무꽃이 만개하는 시기라서 이때 한국대나무박물관이나 담양 일대에서 보랏빛 등나무꽃을 가장 아름답게 볼 수 있다고 해요. 특히 박물관 산책로와 정원에 등나무꽃이 흐드러지게 피어서 사진 찍기에도 정말 좋은 시기라고 하더라고요. 담양 등나무꽃 명소 추천하는 포토스팟은 어디인가요?,등나무 꽃 명소 포토 스팟 어디 등나무 꽃 봄 명소 언제 볼 매년 등나무 꽃 분 여행 간다 중순 등나무 꽃 개 때 한국 대나무 박물관 보랏빛 등나무 꽃 볼 박물관 산책로 정원 등나무 꽃 흐 피어 찍기 등나무 꽃 명소 포토 스팟 어디,rural,5
484811514,121210,질문담양 등나무 꽃구경 시기 언제가 가장 좋을까요? 담양 등나무꽃이 봄마다 명소로 떠오르고 있어 화제에요. 언제쯤 방문하면 가장 예쁘게 볼 수 있는지 궁금하지 않으세요? 매년 등나무꽃이 피는 시기에 맞춰 많은 분들이 여행을 간다고 하더라고요. 보통 4월 중순부터 5월 초까지가 등나무꽃이 만개하는 시기라서 이때 한국대나무박물관이나 담양 일대에서 보랏빛 등나무꽃을 가장 아름답게 볼 수 있다고 해요. 특히 박물관 산책로와 정원에 등나무꽃이 흐드러지게 피어서 사진 찍기에도 정말 좋은 시기라고 하더라고요. 담양 등나무 꽃구경 시기 언제가 가장 좋을까요?,등나무 꽃 구경 언제 등나무 꽃 봄 명소 언제 볼 매년 등나무 꽃 분 여행 간다 중순 등나무 꽃 개 때 한국 대나무 박물관 보랏빛 등나무 꽃 볼 박물관 산책로 정원 등나무 꽃 흐 피어 찍기 등나무 꽃 구경 언제,rural,5
484320363,121210,질문담양관방제림 나뭇잎없나요? 담양 관방제림 나뭇잎없나요?,관방 림 나뭇잎 관방 림 나뭇잎,rural,2
484139521,121210,질문전남 담양고등학교 담양고 농어촌 전형 되나요?,전남 고등학교 농어촌 전형,rural,3
484139295,121210,질문전남 담양고등학교 담양고등학교 가고싶은데 제가 진안 살거든요…주소 안 옮겨도 갈 수 있나요? 기숙사 있나요? 있다면 얼마인가요 빡센가요?ㅠㅠ 제가 진짜 촌동네 중학교에서 3등인데….ㅠ 학비있나요? 더 알고 있으시면 다 알려주세요….,전남 고등학교 고등학교 제 기숙사 얼마 빡센가 제 촌 동네 중학교 학비 더 알,rural,3
